imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0010456,Meyer il berlinese,Meyer aus Berlin,1919,17/01/1919,Comedy,58,Germany,German,Ernst Lubitsch,"Hanns Kräly, Erich Schönfelder",Projektions-AG Union (PAGU),"Ernst Lubitsch, Ethel Orff, Heinz Landsmann, Trude Troll, Ossi Oswalda, Erich Schönfelder","A bumbling, self-indulgent husband goes on a vacation away from his wife. There he meets a popular, attractive young woman also on a vacation. Both go on a mountain climb which is going to be far from an ideal adventure.",6,172,,,,,3,
tt0010466,The Miracle Man,The Miracle Man,1919,26/08/1919,Drama,80,USA,English,George Loane Tucker,"George M. Cohan, Robert Hobart Davis",Mayflower Photoplay Company,"Lon Chaney, Betty Compson, Joseph J. Dowling, J.M. Dumont, Elinor Fair, Thomas Meighan, F.A. Turner, Lucille Hutton, Lawson Butt, Kisaburô Kurihara",A gang of crooks evade the police by moving their operations to a small town. There the gang's leader encounters a faith healer and uses him to scam gullible public of funds for a supposed ...,6.6,145,$ 120000,,,,5,6
tt0010484,The Mother and the Law,The Mother and the Law,1919,18/08/1919,Drama,95,USA,,D.W. Griffith,"D.W. Griffith, D.W. Griffith",D.W. Griffith Productions,"Mae Marsh, Robert Harron, Miriam Cooper, Vera Lewis, Sam De Grasse, Clyde E. Hopkins, F.A. Turner, Walter Long, Ralph Lewis, Tom Wilson, A.W. McClure, Lloyd Ingraham, William Brown, Max Davidson, Alberta Lee",A re-edited version of the 'modern' story from,6.9,166,,,,,3,1
tt0010559,Die Pest in Florenz,Die Pest in Florenz,1919,23/10/1919,"Drama, History, Horror",92,Germany,,Otto Rippert,"Fritz Lang, Edgar Allan Poe",Decla-Bioscop AG,"Theodor Becker, Karl Bernhard, Julietta Brandt, Erner Huebsch, Franz Knaak, Otto Mannstaedt, Auguste Prasch-Grevenberg, Marga von Kierska, Hans Walter, Anders Wikman","Suddenly appearing in Florence, an evil seductress causes Cesare, the city's ruler, and his son to both fall madly in love with her. The son, killing his father before an order to torture ...",6.3,137,,,,,2,3
tt0010598,Præsidenten,Præsidenten,1919,09/02/1920,Drama,75,Denmark,,Carl Theodor Dreyer,"Carl Theodor Dreyer, Karl Emil Franzos",Nordisk Film,"Richard Christensen, Christian Engelstoft, Hallander Helleman, Halvard Hoff, Jon Iversen, Jacoba Jessen, Betty Kirkeby, Carl Lauritzen, Axel Madsen, Carl Walther Meyer, Peter Nielsen, Fanny Petersen, Elith Pio, Olga Raphael-Linden","The judge in a Danish town sees his illegitimate daughter facing a trial for the murder of her newborn child, and is rather sure that she will be sentenced to death. She became pregnant ...",6.6,776,,,,,7,10
tt0010600,La bambola di carne,Die Puppe,1919,06/04/1920,"Comedy, Fantasy",66,Germany,,Ernst Lubitsch,"E.T.A. Hoffmann, Hanns Kräly",Projektions-AG Union (PAGU),"Max Kronert, Hermann Thimig, Victor Janson, Marga Köhler, Ossi Oswalda, Gerhard Ritterband, Jakob Tiedtke, Josefine Dora, Lapitski, Paul Morgan, Hedy Searle, Arthur Weinschenk","Forced into marriage by his uncle, a man decides to fool him by marrying a life-like mechanical doll instead.",7.4,1669,,,,,12,21
tt0010635,The Roaring Road,The Roaring Road,1919,27/04/1919,"Comedy, Drama, Sport",58,USA,English,James Cruze,"Byron Morgan, Marion Fairfax",Paramount Pictures,"Wallace Reid, Ann Little, Theodore Roberts, Guy Oliver, Clarence Geldart","A young man pursues a young lady with the same energy he applies to his other obsession in life, auto racing.",5.2,594,,,,,6,2
tt0010662,Scarlet Days,Scarlet Days,1919,09/11/1919,"Adventure, Romance, Western",77,USA,English,D.W. Griffith,Stanner E.V. Taylor,D.W. Griffith Productions,"Richard Barthelmess, Eugenie Besserer, Carol Dempster, Clarine Seymour, Ralph Graves, George Fawcett, Walter Long, Kate Bruce, Rhea Haines, Adolph Lestina, Herbert Sutch, J. Wesley Warner","A romantic bandit named Alvarez, wanted for raids on the mining camps of the California gold rush in 1849, is reformed by the love of a good woman.",4.9,420,,,,,5,
tt0010680,The Sentimental Bloke,The Sentimental Bloke,1919,2005,"Drama, Romance",106,Australia,English,Raymond Longford,"C.J. Dennis, Raymond Longford",Southern Cross Feature Film Company,"Arthur Tauchert, Lottie Lyell, Gilbert Emery, Stanley Robinson, Harry Young, Margaret Reid, Charles Keegan, William Coulter, Helen Fergus, C.J. Dennis",A down-at-heal ex-convict undergoes an epiphany as he experiences the love of a good woman for the first time.,6.3,237,,,,,11,10
tt0010726,"Il lago d'oro, ovvero I ragni","Die Spinnen, 1. Teil - Der Goldene See",1919,13/11/1922,"Adventure, Western",81,Germany,,Fritz Lang,Fritz Lang,Decla-Bioscop AG,"Carl de Vogt, Ressel Orla, Georg John, Lil Dagover, Paul Biensfeldt, Harry Frank, Gilda Langer","Kay Hoog finds a message that indicates that some Incas are still alive, but the secret organisation ""Die Spinnen"" wants the Incas' gold....",6.6,1051,,,,,12,22
tt0010755,Il canto del fiore rosso,Sången om den eldröda blomman,1919,14/04/1919,"Drama, Romance",145,Sweden,,Mauritz Stiller,"Tom Bret, Johannes Linnankoski",Svenska Biografteatern AB,"Lars Hanson, Greta Almroth, Lillebil Ibsen, Louise Fahlman, Axel Hultman, John Ekman, Hjalmar Peters, Edith Erastoff, Nils Lundell","Olof Koskela is the son of a rich farmer. He seduces young girls at random, until an inconsistent gesture rushes him away from home and his carefree lifestyle. Based on the 1905 novel by Finnish author Johannes Linnankoski.",6.9,157,SEK 180000,,,,2,1
tt0010806,Amore sulle labbra,True Heart Susie,1919,01/06/1919,"Comedy, Drama, Romance",87,USA,English,D.W. Griffith,Marian Fremont,D.W. Griffith Productions,"Lillian Gish, Robert Harron, Wilbur Higby, Loyola O'Connor, George Fawcett, Clarine Seymour, Kate Bruce, Carol Dempster, Raymond Cannon","Susie, a plain young country girl, secretly loves a neighbor boy, William. She believes in him and sacrifices much of her own happiness to promote his own ambitions, all without his ...",7,1599,,,,,49,9
tt0010821,Un affare misterioso,Unheimliche Geschichten,1919,05/11/1919,"Fantasy, Horror, Mystery",112,Germany,,Richard Oswald,"Anselma Heine, Robert Liebmann",Richard-Oswald-Produktion,"Anita Berber, Conrad Veidt, Reinhold Schünzel, Hugo Döblin, Paul Morgan, Georg John","A demon, a reaper, and the ghost of a prostitute read gothic short stories and act them out.",6.5,447,,,,,7,10
tt0010844,Victory,Victory,1919,07/12/1919,"Drama, Romance",62,USA,English,Maurice Tourneur,"Joseph Conrad, Jules Furthman",Maurice Tourneur Productions,"Jack Holt, Seena Owen, Wallace Beery, Ben Deeley, Lon Chaney, Bull Montana","Axel Heyst, an uncommitted wanderer, has settled on an island in the South Seas. He takes pity on a troubled young woman, Lena, and gives her refuge on her island. But the piratical Mr. ...",6.6,331,,,,,13,5
tt0010853,Wagon Tracks,Wagon Tracks,1919,29/07/1919,Western,64,USA,,Lambert Hillyer,"C. Gardner Sullivan, C. Gardner Sullivan",William S. Hart Productions,"William S. Hart, Jane Novak, Robert McKim, Lloyd Bacon, Leo Pierson, Bert Sprotte, Charles Arling","Buckskin Hamilton guides a wagon train across the wasteland, caring well for the pioneers he escorts, but hoping to solve the murder of his brother by one of the travellers.",6.7,152,,,,,7,5
tt0010879,Quando le nuvole volano via,When the Clouds Roll by,1919,28/12/1919,"Action, Comedy, Romance",85,USA,English,Victor Fleming,Thomas J. Geraghty,Douglas Fairbanks Pictures,"Douglas Fairbanks, Albert MacQuarrie, Kathleen Clifford, Frank Campeau, Ralph Lewis, Herbert Grimwood, Daisy Jefferson, Bull Montana, Victor Fleming, Thomas J. Geraghty, William C. McGann, Harris Thorpe",Psychiatrist Dr. Ulrich Metz attempts to drive Daniel Brown to suicide.,6.9,775,,,,,9,6
tt0010890,The Wicked Darling,The Wicked Darling,1919,24/02/1919,"Drama, Crime",59,USA,English,Tod Browning,"Evelyn Campbell, Harvey Gates",Universal Film Manufacturing Company,"Priscilla Dean, Wellington A. Playter, Lon Chaney, Spottiswoode Aitken, Gertrude Astor, Kalla Pasha","A slum girl is forced to steal for a living. After she swipes a rich society's matron's necklace, she hides out at the home of a man who turns out to be the socialite's former fiance.",6.4,337,,,,,9,3
tt0010925,Yankee Doodle in Berlin,Yankee Doodle in Berlin,1919,02/03/1919,Comedy,58,USA,English,F. Richard Jones,Mack Sennett,Mack Sennett Comedies,"Bothwell Browne, Ford Sterling, Malcolm St. Clair, Bert Roach, Eva Thatcher, Marie Prevost, Ben Turpin, Charles Murray, Chester Conklin, Heinie Conklin, Joseph Belmont","Behind enemy lines, Captain Bob White disguises himself as a woman in order to fool members of the German High Command, including the Kaiser himself.",5.5,722,,,,,6,2
tt0010953,Algol - Tragödie der Macht,Algol - Tragödie der Macht,1920,07/11/1921,"Fantasy, Sci-Fi",99,Germany,,Hans Werckmeister,"Hans Brennert, Friedel Köhne",Deutsche Lichtbild-Gesellschaft e.V. (DLG),"Emil Jannings, John Gottowt, Hans Adalbert Schlettow, Hanna Ralph, Erna Morena, Ernst Hofmann, Gertrude Welcker, Käthe Haack, Sebastian Droste",An alien from the planet Algol gives a man a device that gives him superpowers.,6.3,138,,,,,5,7
tt0010962,Anna Bolena,Anna Boleyn,1920,04/04/1921,"Biography, Drama, Romance",100,Germany,German,Ernst Lubitsch,"Norbert Falk, Hanns Kräly",Messters Projektion GmbH,"Henny Porten, Emil Jannings, Paul Hartmann, Ludwig Hartau, Aud Egede-Nissen, Hedwig Pauly-Winterstein, Hilde Müller, Maria Reisenhofer, Ferdinand von Alten, Adolf Klein, Paul Biensfeldt, Wilhelm Diegelmann, Friedrich Kühne, Karl Platen, Erling Hanson","The story of the ill-fated second wife of the English king Henry VIII, whose marriage to the Henry led to momentous political and religious turmoil in England.",6.6,576,,,,,14,13
tt0010964,April Folly,April Folly,1920,21/03/1920,"Drama, Crime",50,USA,English,Robert Z. Leonard,"Adrian Johnson, Cynthia Stockley",Marion Davies Film Corporation,"Marion Davies, Madeline Marshall, Hattie Delaro, Amelia Summerville, Conway Tearle, J. Herbert Frank, Warren Cook, Spencer Charters, Charles Peyton, Agnes Neilson","April Folly is a 1920 American silent drama film directed by Robert Z. Leonard and written by Adrian Johnson and Cynthia Stockley. The film stars Marion Davies, Madeline Marshall, Hattie ...",6.4,129,,,,,3,
tt0010969,L'atlantide,L'Atlantide,1921,28/05/1921,"Adventure, Fantasy, Mystery",136,"France, Belgium",French,Jacques Feyder,"Pierre Benoît, Jacques Feyder",International et Commercial de la Cinématographie (Thalman),"Jean Angelo, Stacia Napierkowska, Georges Melchior, Marie-Louise Iribe, Abd-el-Kader Ben Ali, Mohamed Ben Noui, Paul Franceschi, André Roanne, Genica Missirio, René Lorsay, Barbier, Chatelain, Émile Daltour, David, Fernand Ledoux","Two men, lost in the desert, meet Queen Antinea, ruler of Atlantis.",6.7,315,FRF 1800000,,,,5,10
tt0011000,Pagine dal libro di Satana,Blade af Satans bog,1920,24/01/1921,Drama,167,Denmark,,Carl Theodor Dreyer,"Edgar Høyer, Marie Corelli",Nordisk Film,"Helge Nissen, Halvard Hoff, Jacob Texiere, Hallander Helleman, Ebon Strandin, Johannes Meyer, Nalle Halden, Tenna Kraft, Viggo Wiehe, Emma Wiehe, Jeanne Tramcourt, Hugo Bruun, Elith Pio, Emil Helsengreen, Viggo Lindstrøm","In 4 episodic tales of human suffering; the temptation of Jesus, the Spanish Inquisition, the French Revolution and the Russo-Finnish war of 1918, Satan attempts to win God's favor.",6.7,1083,,,,,16,15
tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,28/09/1920,"Drama, Horror, Sci-Fi",69,USA,English,John S. Robertson,"Robert Louis Stevenson, Clara Beranger",Paramount Pictures,"John Barrymore, Brandon Hurst, Martha Mansfield, Charles Lane, Cecil Clovelly, Nita Naldi, Louis Wolheim","Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.",7,4753,,,,,73,67
tt0011157,Erotikon,Erotikon,1920,08/11/1920,"Comedy, Romance",106,Sweden,Swedish,Mauritz Stiller,"Ferenc Herczeg, Gustaf Molander",Svensk Filmindustri (SF),"Anders de Wahl, Tora Teje, Karin Molander, Elin Lagergren, Lars Hanson, Vilhelm Bryde, Bell Hedqvist, Torsten Hammarén, Vilhelm Berndtson, Stina Berg, John Lindlöf, Greta Lindgren, Carl Wallin, Gucken Cederborg, Tora Wibergh","EROTIKON surely pushed the boundaries of what was acceptable on the screen in 1920: Irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be...",6.6,717,,,,,12,10
tt0011173,Fante-Anne,Fante-Anne,1920,11/09/1920,"Crime, Drama, Romance",93,Norway,,Rasmus Breistein,"Rasmus Breistein, Kristofer Janson",,"Asta Nielsen, Einar Tveito, Johanne Bruhn, Lars Tvinde, Dagmar Myhrvold, Henny Skjønberg, Kristine Ullmo, Magnus Falkberget, Anders Skrede, Edvard Drabløs, Elsa Vang, Olaf Solberg, Øygard","The story of an orphaned girl brought up by the Storlein family. Young Anne (Asta Nielsen) is brought as an infant to the Storlein farm by her mother, who has been traveling and is in need ...",6.2,123,,,,,1,2
tt0011193,The Flapper,The Flapper,1920,10/05/1920,Comedy,88,USA,English,Alan Crosland,"Frances Marion, Frances Marion",Selznick Pictures Corporation,"Olive Thomas, Theodore Westman Jr., William P. Carleton, Warren Cook, Katherine Johnston, Arthur Housman, Louise Lindroth, Marcia Harris, Charles Craig, Bobby Connelly, Maurice Steuart","Ginger grows up in a slow town. Because of her wild attitude, her father decides to send her to a strict boarding school. Despite the strictness, the girls have fun getting into flapper lifestyle trouble including flirting.",6.6,291,,,,,12,4
tt0011217,Il cammino nella notte,Der Gang in die Nacht,1921,08/08/1921,Drama,81,"Germany, Denmark",German,F.W. Murnau,"Harriet Bloch, Carl Mayer",Goron Film,"Olaf Fønss, Erna Morena, Conrad Veidt, Gudrun Bruun Stephensen, Clementine Plessner","Dr Eigil Borne is engaged to Hélène, a girl who is madly in love with him. At Hélène's birthday celebration, Eigil invites her to a cabaret, where he meets his other love, Lily, a passionate, fiery and funny dancer.",6.4,308,,,,,4,6
tt0011221,Genuine,Genuine,1920,12/12/1921,Horror,88,Germany,German,Robert Wiene,Carl Mayer,Decla-Bioscop AG,"Fern Andra, Hans Heinrich von Twardowski, Ernst Gronau, Harald Paulsen, Albert Bennefeld, John Gottowt, Louis Brody","Extremely rare work of Robert Wiene. From the director and year of excellent ""The Cabinet of Dr. Caligari"" this work was eventually overshadowed by the success of Caligari. It has a dreamy atmosphere, like another world or something.",6,848,,,,,14,7
tt0011237,Il Golem - Come venne al mondo,"Der Golem, wie er in die Welt kam",1920,26/05/1924,"Fantasy, Horror",76,Germany,,"Carl Boese, Paul Wegener","Henrik Galeen, Paul Wegener",Projektions-AG Union (PAGU),"Paul Wegener, Albert Steinrück, Lyda Salmonova, Ernst Deutsch, Hans Stürm, Max Kronert, Otto Gebühr, Dore Paetzold, Lothar Müthel, Greta Schröder, Loni Nest","In 16th-century Prague, a rabbi creates the Golem - a giant creature made of clay. Using sorcery, he brings the creature to life in order to protect the Jews of Prague from persecution.",7.2,6577,,,,,51,49
tt0011267,Headin' Home,Headin' Home,1920,19/09/1920,"Biography, Comedy, Drama",71,USA,English,Lawrence C. Windom,"Arthur 'Bugs' Baer, Earle Browne",Kessel & Baumann,"Babe Ruth, Ruth Taylor, William Sheer, Margaret Seddon, Frances Victory, James A. Marcus, Ralf Harolde, Charles Byer, George Halpin, William J. Gross, Walter Lawrence, Ann Brody, Ricca Allen, Sammy Blum, Ethel Kerwin","The ""true story"" of baseball great Babe Ruth; Ruth plays himself.",5.1,260,,,,,11,7
tt0011294,L'Hirondelle et la Mésange,L'Hirondelle et la Mésange,1924,05/06/1924,Drama,80,France,French,André Antoine,"Henri Colpi, Gustave Grillet",Pathé Frères,"Maguy Deliac, Pierre Alcover, Louis Ravet, Jane Maylianes, Georges Denola","A bargeman, his wife and sister-in-law navigate the canals of northern Belgium in their two vessels, the eponymous ""L'Hirondelle et la Mésange,"" taking the time to appreciate the sites and ...",7.1,165,,,,,3,6
tt0011302,La giustizia del mare,L'homme du large,1920,03/12/1920,Drama,86,France,French,Marcel L'Herbier,"Marcel L'Herbier, Honoré de Balzac",Gaumont Série Pax,"Jaque Catelain, Roger Karl, Charles Boyer, Philippe Hériat, Marcelle Pradot, Claire Prélia, Claude Autant-Lara, Dimitri Dragomir, Suzanne Doris, Lili Samuel, Georges Forois, Pâquerette, Jeanne Bérangère, André Daven, Jane Dolys","Nolff, a tough Breton fisherman is happy: his wife has just given birth to a son, Michel. His only wish is to make him a fisherman like him. But when he becomes a man, Michel becomes a ...",6.9,187,,,,,3,3
tt0011317,Humoresque,Humoresque,1920,30/05/1920,Drama,60,USA,,Frank Borzage,"Fannie Hurst, Frances Marion",Cosmopolitan Productions,"Gaston Glass, Vera Gordon, Alma Rubens, Dore Davidson, Bobby Connelly, Helen Connelly, Ann Wallack, Sidney Carlyle, Joseph Cooper, Maurice Levigne, Alfred Goldberg, Edward Stanton, Louis Stern, Maurice Peckre, Ruth Sabin","Young Leon Kanter dreams of being a great violinist. His parents scrape up the money for a violin and for lessons, and Leon rewards them by becoming a great player. But as an adult, Leon ...",6.2,135,,,,,3,3
tt0011344,L'uomo dal coltello a serramanico,The Jack-Knife Man,1920,01/08/1920,Drama,60,USA,English,King Vidor,"Ellis Parker Butler, William Parker",King W. Vidor Productions,"F.A. Turner, Harry Todd, Bobby Kelso, Willis Marks, Lillian Leighton, James Corrigan, Claire McDowell, Charles Arling, Florence Vidor, Irene Yeager, Carol Marshall, Anna Dodge",A lonely old riverboat man is left a child by a dying mother. The old man and the boy grow to love one another. The village snoop feels the child would be better off in an orphanage and the...,6.2,105,,,,,4,
tt0011358,Just Pals,Just Pals,1920,18/11/1920,"Comedy, Drama, Western",50,USA,English,John Ford,"John McDermott, Paul Schofield",Fox Film Corporation,"Buck Jones, Helen Ferguson, Georgie Stone, Duke R. Lee, William Buckley, Eunice Murdock Moore, Bert Appling, Edwin B. Tilton, Slim Padgett, John B. Cooke",Small-town tramp befriends runaway boy.,6.6,332,,,,,4,3
tt0011369,Der Klosterjäger,Der Klosterjäger,1920,1920,Drama,70,Germany,,Franz Osten,Ludwig Ganghofer,,"Fritz Greiner, Thea Steinbrecher, Toni Wittels, Carl Dalmonico, Viktor Gehring, F.W. Schröder-Schrom, Hans Außfelder, Curt Gerdes, Hildegard Wall, Stuart Josef Lutz, Ferdinand Martini, Molly Albrecht",A hunter provides meat for a monastery in the mountains and finds romance as well.,6,113,,,,,,
tt0011370,Klostret i Sendomir,Klostret i Sendomir,1920,01/01/1920,Drama,54,Sweden,,Victor Sjöström,"Franz Grillparzer, Victor Sjöström",Svenska Biografteatern AB,"Tore Svennberg, Tora Teje, Richard Lund, Renée Björling, Emil Fjellström, Axel Nilsson, Yngve Nyqvist, Erik A. Petschler, Gustav Ranft, Gun Robertson, Albrecht Schmidt, Nils Tillberg, Jenny Tschernichin-Larsson","Two weary travelers come upon a monastery. While staying the night, they learn of its mysterious founding.",6.8,323,,,,,3,3
tt0011371,Due sorelle,Kohlhiesels Töchter,1920,05/07/1920,"Comedy, Romance",64,Germany,German,Ernst Lubitsch,"Hanns Kräly, Ernst Lubitsch",Messters Projektion GmbH,"Jakob Tiedtke, Henny Porten, Emil Jannings, Gustav von Wangenheim, Willy Prager","Somewhere in Southern Bavaria Xaver wants to marry Gretel, but her father Kohlhiesel wants his elder daughter Liesel to marry first. The problem is, nobody wants to marry her, because she's...",6.7,264,,,,,3,1
tt0011387,The Last of the Mohicans,The Last of the Mohicans,1920,21/11/1920,"Action, Adventure, Drama",73,USA,English,"Clarence Brown, Maurice Tourneur","James Fenimore Cooper, Robert Dillon",Maurice Tourneur Productions,"Wallace Beery, Barbara Bedford, Alan Roscoe, Lillian Hall, Henry Woodward, James Gordon, George Hackathorne, Nelson McDowell, Harry Lorraine, Theodore Lorch, Jack McDonald, Sydney Deane, Joseph Singleton","As Alice and Cora Munro attempt to find their father, a British officer in the French and Indian War, they are set upon by French soldiers and their cohorts, Huron tribesmen led by the evil...",6.7,1102,,,,,28,7
tt0011414,The Love Expert,The Love Expert,1920,18/04/1920,"Comedy, Romance",60,USA,,David Kirkland,"John Emerson, Anita Loos",Constance Talmadge Film Company,"Constance Talmadge, John Halliday, Arnold Lucy, Natalie Talmadge, Fannie Bourke, Nellie Parker Spaulding, Marion Sitgreave, James Spottswood, David Kirkland, Edward Keppler, Ned Sparks","A self-appointed ""love expert"" tries to play cupid with uneven results.",4.9,142,,,,,5,1
tt0011415,The Love Flower,The Love Flower,1920,22/08/1920,Drama,70,USA,English,D.W. Griffith,"D.W. Griffith, Ralph Stock",D.W. Griffith Productions,"Carol Dempster, Richard Barthelmess, George MacQuarrie, Anders Randolf, Florence Short, Crauford Kent, Adolph Lestina, William James, Jack Manning","A man murders his wife's lovers, escapes with his daughter to the South Pacific. A detective pursues him, joined by a young man who eventually falls in love with the daughter.",5.9,105,$ 300000,,,,11,2
tt0011439,Il segno di Zorro,The Mark of Zorro,1920,23/06/1922,"Adventure, Romance, Western",79,USA,,Fred Niblo,Johnston McCulley,Douglas Fairbanks Pictures,"Marguerite De La Motte, Robert McKim, Noah Beery, Charles Hill Mailes, Claire McDowell, Snitz Edwards, Sidney De Gray, George Periolat, Walt Whitman, Tote Du Crow, Douglas Fairbanks","A seemingly idiotic fop is really the courageous vigilante Zorro, who seeks to protect the oppressed.",7.1,2145,,,,,37,23
tt0011440,Markens grøde,Markens grøde,1921,02/12/1921,Drama,107,Norway,,Gunnar Sommerfeldt,"Knut Hamsun, Gunnar Sommerfeldt",Christiana Film,"Amund Rydland, Karen Poulsen, Ragna Wettergreen, Gunnar Sommerfeldt, Inge Sommerfeldt, Almar Bjoernefjell, Sigurd Berg Bruland, Siljusson av Terna, Sivert Eliassen, Ernst Vaumund, Rolf Christensen, Sigurd Eliasson, Fordel Johnsen, Sigurd Køvatn, Hans A. Meyer","After the Nobel prize winning Knut Hamsun-novel, with it's criticism of industrialization, urbanizing and loss of values. The farmer Isak makes a farm out of barren soil, together with Inger and their two sons. She kills the third.",6.6,195,NOK 250000,,$ 4272,,3,3
tt0011474,Un pulcino nella stoppa,The Mollycoddle,1920,13/06/1920,"Adventure, Comedy, Romance",86,USA,English,Victor Fleming,"Thomas J. Geraghty, Harold McGrath",Douglas Fairbanks Pictures,"Douglas Fairbanks, Ruth Renick, Wallace Beery, Paul Burns, Morris Hughes, George Stewart, Charles Stevens, Lewis Hippe, Betty Bouton, Adele Farrington, Albert MacQuarrie, Fredericka Hawks",An American who has lived much of his life outside the country returns to Arizona for the first time in years and encounters villainy.,6.5,129,,,,,5,6
tt0011513,Nomads of the North,Nomads of the North,1920,26/09/1920,Drama,109,USA,,David Hartford,"James Oliver Curwood, David Hartford",James Oliver Curwood Productions Inc.,"Lon Chaney, Lewis Stone, Melbourne MacDowell, Spottiswoode Aitken, Betty Blythe, Francis McDonald",A Canadian Mountie allows an innocent fugitive to escape with the women he loves.,5.7,189,,,,,11,3
tt0011588,Pollyanna,Pollyanna,1920,18/01/1920,"Family, Comedy, Drama",58,USA,English,Paul Powell,"Eleanor H. Porter, Catherine Chisholm Cushing",Mary Pickford Company,"Mary Pickford, Wharton James, Katherine Griffith, Helen Jerome Eddy, George Berrell, Howard Ralston, William Courtleigh, Herbert Prior",An orphan's optimistic outlook brings a change to the ill-tempered town in which she resides to her aunt.,6.4,355,$ 300000,,,,15,2
tt0011607,La vedova del pastore,Prästänkan,1920,04/10/1920,"Comedy, Drama, Horror",94,Sweden,"Swedish, Danish",Carl Theodor Dreyer,"Carl Theodor Dreyer, Kristofer Janson",Svensk Filmindustri (SF),"Hildur Carlberg, Einar Röd, Greta Almroth, Olav Aukrust, Emil Helsengreen, William Ivarson, Mathilde Nielsen, Lorentz Thyholt, Kurt Welin","A young man is elected by a small village to be its parson. As part of his duties, he is required to marry the widow of the parson before him. This poses two problems--first, the widow is ...",7.1,1032,,,,,13,14
tt0011623,The Restless Sex,The Restless Sex,1920,12/09/1920,Drama,70,USA,English,"Leon D'Usseau, Robert Z. Leonard","Robert W. Chambers, Frances Marion",Cosmopolitan Productions,"Marion Davies, Ralph Kellard, Carlyle Blackwell, Charles Lane, Corinne Barker, Stephen Carr, Vivienne Osborne, Etna Ross, Robert Vivian","A young woman is torn between two men, her childhood sweetheart and a handsome art student.",6.1,149,,,,,2,
tt0011641,Romeo e giulietta sulla neve,Romeo und Julia im Schnee,1920,12/03/1920,Comedy,45,Germany,German,Ernst Lubitsch,"Hanns Kräly, Hanns Kräly",Ebner & Co.,"Lotte Neumann, Gustav von Wangenheim, Jakob Tiedtke, Marga Köhler, Ernst Rückert, Paul Biensfeldt, Julius Falkenstein, Hermann Picha, Josefine Dora, Paul Passarge","Comical variation on the Shakespeare play, featuring two feuding farmers families.",6.5,153,,,,,5,1
tt0011647,The Round-Up,The Round-Up,1920,10/10/1920,"Comedy, Western",70,USA,English,George Melford,"Edmund Day, Tom Forman",Paramount Pictures,"Roscoe 'Fatty' Arbuckle, Mabel Julienne Scott, Irving Cummings, Tom Forman, Jean Acker, A. Edward Sutherland, Wallace Beery, Guy Oliver, Jane Wolfe, George Kuwa",An overweight sheriff does his best to assist a man accused of theft.,5.7,123,,,,,4,1
tt0011652,The Saphead,The Saphead,1920,20/09/1920,Comedy,77,USA,,"Herbert Blaché, Winchell Smith","Bronson Howard, Victor Mapes",Metro Pictures Corporation,"Edward Jobson, Beulah Booker, Edward Connelly, Edward Alexander, Irving Cummings, Odette Tyler, Carol Holloway, Jack Livingston, William H. Crane, Buster Keaton",The simple-minded son of a rich financier must find his own way in the world.,6.1,1402,,,,,22,17
tt0011679,Sex,Sex,1920,14/09/1920,Drama,87,USA,,Fred Niblo,C. Gardner Sullivan,J. Parker Read Jr. Productions,"Louise Glaum, Irving Cummings, Peggy Pearce, Myrtle Stedman, William Conklin",A broadway actress uses her sex appeal to ruin a marriage only to dump her lover for a richer prospect.,6,265,,,,,8,
tt0011716,Something to Think About,Something to Think About,1920,17/10/1920,Drama,78,USA,,Cecil B. DeMille,Jeanie Macpherson,Famous Players-Lasky Corporation,"Elliott Dexter, Gloria Swanson, Monte Blue, Theodore Roberts, Claire McDowell, Michael D. Moore, Julia Faye, Jim Mason, Tôgô Yamamoto, Theodore Kosloff","Wealthy cripple Markley finances the education of blacksmith's daughter Ruth. When she returns to their small town he asks to marry her, but she runs off with city worker Jim Dirk who is ...",5.2,575,$ 169330,,,,3,
tt0011723,"Die Spinnen, 2. Teil - Das Brillantenschiff","Die Spinnen, 2. Teil - Das Brillantenschiff",1920,02/02/1920,Adventure,104,Germany,,Fritz Lang,Fritz Lang,Decla-Film-Gesellschaft Holz & Co.,"Carl de Vogt, Ressel Orla, Georg John, Rudolf Lettinger, Thea Zander, Reiner Steiner, Friedrich Kühne, Edgar Pauly, Meinhart Maur, Paul Morgan, Karl Römer, Paul Rehkopf","Kay Hoog wants to stop the organisation ""Die Spinnen"" to get a certain diamond, that will give the owning woman the crown of Asia, but the man, who should be the owner of that diamond, ...",6.4,763,,,,,11,18
tt0011741,Suds,Suds,1920,27/01/1920,"Comedy, Drama, Romance",75,USA,English,John Francis Dillon,"Waldemar Young, Richard Bryce",Mary Pickford Company,"Mary Pickford, Albert Austin, Harold Goodwin, Rose Dione, Darwin Karr, Lavendor the Horse","A London laundress attempts to rise above her station in order to capture the love of a wealthy young man, thus missing out on the truer love of one of her own class.",6.3,210,,,$ 772155,,9,1
